PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
BAMBI	controls-state-change-of	BMP5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	BMP6	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	BMP7	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	BMP8A	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	BMP8B	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF10	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF11	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF15	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF6	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF7	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDF9	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	GDNF	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	INHBA	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	INHBB	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	INHBC	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	INHBE	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	LEFTY1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	LEFTY2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	MSTN	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	NODAL	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	TGFB2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	TGFB3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	TLL1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BAMBI	controls-state-change-of	TLL2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_INHIBITION___BAMBI_r9m1_r9
BMP10	in-complex-with	BMPR1A	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP10	in-complex-with	BMPR1B	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP10	in-complex-with	BMPR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP10	controls-phosphorylation-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP10	controls-state-change-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP10	controls-phosphorylation-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP10	controls-state-change-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP10	controls-phosphorylation-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-state-change-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-phosphorylation-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-state-change-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-phosphorylation-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-state-change-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-phosphorylation-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-state-change-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-phosphorylation-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	controls-state-change-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP10	in-complex-with	TGFBR1	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP10	in-complex-with	TGFBR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP15	in-complex-with	BMPR1A	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP15	in-complex-with	BMPR1B	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP15	in-complex-with	BMPR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP15	controls-phosphorylation-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP15	controls-state-change-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP15	controls-phosphorylation-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP15	controls-state-change-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP15	controls-phosphorylation-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-state-change-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-phosphorylation-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-state-change-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-phosphorylation-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-state-change-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-phosphorylation-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-state-change-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-phosphorylation-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	controls-state-change-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP15	in-complex-with	TGFBR1	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP15	in-complex-with	TGFBR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP1	in-complex-with	BMPR1A	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP1	in-complex-with	BMPR1B	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP1	in-complex-with	BMPR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP1	controls-phosphorylation-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP1	controls-state-change-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP1	controls-phosphorylation-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP1	controls-state-change-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP1	controls-phosphorylation-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-state-change-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-phosphorylation-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-state-change-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-phosphorylation-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-state-change-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-phosphorylation-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-state-change-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-phosphorylation-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	controls-state-change-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP1	in-complex-with	TGFBR1	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP1	in-complex-with	TGFBR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP2	in-complex-with	BMPR1A	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP2	in-complex-with	BMPR1B	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP2	in-complex-with	BMPR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP2	controls-phosphorylation-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP2	controls-state-change-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP2	controls-phosphorylation-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP2	controls-state-change-of	MAP3K7	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
BMP2	controls-phosphorylation-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-state-change-of	SMAD1	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-phosphorylation-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-state-change-of	SMAD2	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-phosphorylation-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-state-change-of	SMAD3	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-phosphorylation-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-state-change-of	SMAD5	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-phosphorylation-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	controls-state-change-of	SMAD9	PANTHER		TGF-beta signaling pathway	panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r10m1_r10;panther:STATE_TRANSITION_LEFT__RSmads-RIGHT__RSmads-_r10
BMP2	in-complex-with	TGFBR1	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP2	in-complex-with	TGFBR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP3	in-complex-with	BMPR1A	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP3	in-complex-with	BMPR1B	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP3	in-complex-with	BMPR2	PANTHER		TGF-beta signaling pathway	panther:_Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__s36_a39_
BMP3	controls-phosphorylation-of	MAP3K7CL	PANTHER		TGF-beta signaling pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r22;panther:_CATALYSIS___Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta__r22m1_r22
